,tactic_id,impression_pixel_json,StatusCodes,Status
4227,334601,https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485015;dc_trk_aid=301461699;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4229,334604,https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485016;dc_trk_aid=301461582;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4232,338442,"https://ad.doubleclick.net/ddm/ad/N7914.124997.GOOGLESEARCH/B9531309.129587510;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""https://adfarm.mediaplex.com/ad/tr/28835-221555-51702-0?mpt=[CACHEBUSTER]&dcid=129587510&devid=INSERT_DEVICE_ID_HERE",200,OK
4234,336804,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9334133.129039838;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4235,327239,https://ad.doubleclick.net/ddm/trackimp/N59201.1264338TRIPLELIFTINC/B8829702.119856256;dc_trk_aid=292650115;dc_trk_cid=63814779;ord=[timestamp]?,200,OK
4236,324839,https://ad.doubleclick.net/ddm/ad/N805.1245089SOCIALYSE.COM/B8676791.120549170;sz=1x1;ord=[timestamp]?,200,OK
4237,337914,https://ad.doubleclick.net/ddm/ad/N6049.1355588.DOUBLECLICK.COMBID/B9607545.130416457;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4238,330641,"https://ad.doubleclick.net/ddm/ad/N7914.124997.GOOGLESEARCH/B9190097.125136822;sz=1x1;ord=[timestamp]?"",""https://adfarm.mediaplex.com/ad/tr/28835-218742-2190-0?mpt=[CACHEBUSTER]&dcid=125136822&devid=INSERT_DEVICE_ID_HERE",200,OK
4241,336922,"http://wizard.triplelift.com/#/wizard/image"",""http://amp.mediaforge.com/link/sparta4490/49db6844-ef7f-11e5-80df-e13eb8a59173",200,OK
4244,329269,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=15305170&PluID=0&ord=[timestamp]&rtu=-1,200,OK
4246,329717,https://ad.doubleclick.net/ddm/trackimp/N6959.133090MEDIAMATH/B8672009.124885141;dc_trk_aid=297741715;dc_trk_cid=66599885;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4247,314938,http://ad.doubleclick.net/ddm/ad/N7996.1852769TRIPLELIFT.COM/B8639055.116725081;sz=1x1;ord=[timestamp]?,200,OK
4248,337759,"https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485013;dc_trk_aid=301461694;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/32045?limit=1",200,OK
4249,337679,"https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9429306.128238851;dc_trk_aid=301624809;dc_trk_cid=68947293;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/32021?limit=1",200,OK
4250,339075,"https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9591607.130847395;dc_trk_aid=303614094;dc_trk_cid=69916221;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/34394?limit=1",200,OK
4254,331866,https://ad.doubleclick.net/ddm/ad/N5956.Turn/B9055574.126142559;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4255,323605,https://ad.doubleclick.net/ddm/trackimp/N5983.1264338TRIPLELIFTINC/B8770009.119273034;dc_trk_aid=292311067;dc_trk_cid=63651202;ord=[timestamp]?,200,OK
4257,331393,"https://d.xp1.ru4.com/tad?_o=42032312&_t=dfa_%epid!&ssv_mmuid=%pmmuid=!;&ssv_mmaid=%pmmaid=!;&ssv_mmsid=%pmmsid=!;"",""https://ad.doubleclick.net/ddm/ad/N7657.226576DBM/B9274441.125851803;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?",200,OK
4260,337638,https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9370641.127465418;dc_trk_aid=300499851;dc_trk_cid=67953415;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4261,334426,https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485015;dc_trk_aid=301461699;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4262,334858,https://ad.doubleclick.net/ddm/ad/N9515.1264338TRIPLELIFTINC2/B8991414.128780148;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4263,331506,https://ad.doubleclick.net/ddm/ad/N8278.468584.AMNETGROUPINC./B9276207.125835591;sz=1x1,200,OK
4271,339793,"https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=16523170&PluID=0&ord=[timestamp]&rtu=-1"",""https://magnetic.domdex.com/ahtm?mp=12&n=9843&c=104846&b=115142&sz=88x31&s=${REFERER_URL_ENC}&id=${AUCTION_ID}&a=${PRICE_PAID}",200,OK
4273,334426,"https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485015;dc_trk_aid=301461693;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/32057?limit=1",200,OK
4278,324792,https://ad.atdmt.com/i/img;p=11042207804726;a=11042207808554;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4279,333937,"https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9291996.127207337;dc_trk_aid=299555419;dc_trk_cid=67784693;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31211?limit=1",200,OK
4282,334425,"https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485014;dc_trk_aid=301468800;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/32057?limit=1",200,OK
4283,336265,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9334430.129005392;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4286,329124,https://ad.doubleclick.net/ddm/ad/N6488.1264338TRIPLELIFTINC/B8767347.123795453;sz=1x1;ord=[timestamp]?,200,OK
4288,333712,https://ad.doubleclick.net/ddm/ad/N149404.496083ADFORM.COM/B9393983.127786387;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4289,336388,https://ad.atdmt.com/i/img;p=11142202536676;a=11142202567424;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4292,332045,"https://ad.doubleclick.net/ddm/ad/N8078.2100704VIVAKI-TRIPLELIFT/B9290771.126154243;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""https://beacon.krxd.net/ad_impression.gif?confid=KKtAub0H&advertiserid=%eadv!&kxbrand=ritz&campaignid=%ebuy!&placementid=%epid!&adid=%eadid!&creativeid=%ecid!&siteid=%esid!&sitename=%s"",""https://secure-gl.imrworldwide.com/cgi-bin/m?ci=nlsnci757&am=3&at=view&rt=banner&st=image&ca=nlsn32903&cr=crtve&pc=vivaki_plc0001&ce=vivaki&r=[timestamp]",200,OK
4293,331437,"https://d.xp1.ru4.com/tad?_o=42032312&_t=dfa_%epid!&ssv_mmuid=%pmmuid=!;&ssv_mmaid=%pmmaid=!;&ssv_mmsid=%pmmsid=!;"",""https://ad.doubleclick.net/ddm/ad/N7657.226576DBM/B9270850.125849548;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?",200,OK
4296,327240,https://ad.doubleclick.net/ddm/trackimp/N59201.1264338TRIPLELIFTINC/B8829702.119857140;dc_trk_aid=292650514;dc_trk_cid=63814779;ord=[timestamp]?,200,OK
4298,339306,https://ad.doubleclick.net/ddm/ad/N950.150834TURN/B9651471.131043461;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4300,315552,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13218733&PluID=0&ord=[timestamp]&rtu=-1,200,OK
4306,336791,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9334133.129035739;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4308,329213,https://d.xp1.ru4.com/tad?_o=42032312&_t=dfa_%epid!&ssv_mmuid=%pmmuid=!;&ssv_mmaid=%pmmaid=!;&ssv_mmsid=%pmmsid=!;&redirect=,200,OK
4310,328863,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B9149230.124220823;dc_trk_aid=297149460;dc_trk_cid=66297470;ord=[timestamp]?,200,OK
4311,339618,https://rover.ebay.com/ar/1/711-219601-1181-5/4?mpt=[CACHEBUSTER]&ff18=mWeb&siteid=0&adtype=0&size=1x1&ipn=admain2&placement=443206&mpvc=,200,OK
4313,336252,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9334430.129006764;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4315,328864,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B9150054.124221136;dc_trk_aid=297153157;dc_trk_cid=66298358;ord=[timestamp]?,200,OK
4316,323254,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13572824&PluID=0&ord=[timestamp]&rtu=-1,200,OK
4317,338108,"https://ad.doubleclick.net/ddm/trackimp/N7072.2187701BUZZSTARTER/B9342310.127850296;dc_trk_aid=303238057;dc_trk_cid=69892483;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""https://ad.doubleclick.net/ddm/trackimp/N30602.1355588DOUBLECLICK.COMB57/B9496965.130546436;dc_trk_aid=303343215;dc_trk_cid=69948808;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?",200,OK
4318,329125,https://ad.doubleclick.net/ddm/ad/N6488.1264338TRIPLELIFTINC/B8767347.123795023;sz=1x1;ord=[timestamp]?,200,OK
4319,336778,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9331338.129004754;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4320,314875,https://ad.doubleclick.net/ad/N9317.152304.TRADINGDESK/B8500819.115828807;sz=1x1;ord=[timestamp],200,OK
4321,329800,"https://ad.doubleclick.net/ddm/ad/N2949.1264338.TRIPLELIFTINC/B9160084.124497963;sz=1x1;ord=[timestamp]?"",""https://gap.sp1.convertro.com/view/vt/v1/gap/1/cvo.gif?cvosrc=display.akqa.66588595&cvo_cid=9160084&cvo_pid=124497963&cvo_adid=297729273&cvo_crid=66588595",200,OK
4322,335021,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B9355889.127376992;dc_trk_aid=301825227;dc_trk_cid=69080705;ord=[timestamp]?,200,OK
4325,332108,https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9295070.126173093;dc_trk_aid=299588231;dc_trk_cid=67779835;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4326,334386,"https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=16422398&PluID=0&ord=[timestamp]&rtu=-1"",""https://magnetic.domdex.com/ahtm?mp=2&n=10804&c=105252&b=116445&sz=88x31&s=${REFERER_URL_ENC}&id=${AUCTION_ID}&a=${PRICE_PAID}",200,OK
4327,335246,https://ad.atdmt.com/i/img;p=11142202536676;a=11142202567394;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4334,329812,"https://ad.doubleclick.net/ddm/ad/N2949.1264338.TRIPLELIFTINC/B9160084.124497962;sz=1x1;ord=[timestamp]?"",""https://gap.sp1.convertro.com/view/vt/v1/gap/1/cvo.gif?cvosrc=display.akqa.%ecid!&cvo_cid=9160084&cvo_pid=124497962&cvo_adid=297729273&cvo_crid=66588595",200,OK
4335,328357,https://ad.doubleclick.net/ddm/trackimp/N6959.133090MEDIAMATH/B9089014.123552080;dc_trk_aid=296519716;dc_trk_cid=65950075;ord=[timestamp]?,200,OK
4338,339793,"https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=16523191&PluID=0&ord=[timestamp]&rtu=-1"",""https://magnetic.domdex.com/ahtm?mp=12&n=9843&c=104846&b=115142&sz=88x31&s=${REFERER_URL_ENC}&id=${AUCTION_ID}&a=${PRICE_PAID}",200,OK
4340,336381,https://ad.atdmt.com/i/img;p=11142202565631;a=11142202567396;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4341,336662,https://ad.doubleclick.net/ddm/ad/N4406.1308838.XAXIS.COM/B9502391.129236581;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4344,336033,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B8441264.129640594;dc_trk_aid=293857863;dc_trk_cid=64479619;ord=[timestamp]?,200,OK
4345,332911,https://ad.doubleclick.net/ddm/trackimp/N7252.149937.VARICKMM/B9321943.127286723;dc_trk_aid=300319938;dc_trk_cid=68166424;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4347,331389,"https://d.xp1.ru4.com/tad?_o=42032312&_t=dfa_%epid!&ssv_mmuid=%pmmuid=!;&ssv_mmaid=%pmmaid=!;&ssv_mmsid=%pmmsid=!;"",""https://ad.doubleclick.net/ddm/ad/N7657.226576DBM/B9274441.125850922;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?",200,OK
4348,328761,https://ad.doubleclick.net/ddm/adj/N5620.133090.MEDIAMATH/B8671682.124054967;sz=1x1;ord=[RANDOM_NUMBER]?,200,OK
4349,334633,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B7979853.128631381;dc_trk_aid=301577239;dc_trk_cid=68913970;ord=[timestamp]?,200,OK
4351,337888,https://ad.doubleclick.net/ddm/ad/N6049.1355588.DOUBLECLICK.COMBID/B9607545.130418190;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4353,333379,"https://ad.doubleclick.net/ddm/trackimp/N5622.1264338TRIPLELIFTINC/B8431096.127534385;dc_trk_aid=300679583;dc_trk_cid=67748035;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31003?limit=1",200,OK
4356,337757,https://ad.doubleclick.net/ddm/trackimp/N2724.1852769TRIPLELIFT.COM/B9457112.128485015;dc_trk_aid=303309366;dc_trk_cid=66292004;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4359,328864,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B9150054.124221136;dc_trk_aid=297153157;dc_trk_cid=66298358;ord=[timestamp]?,200,OK
4361,325400,https://ad.atdmt.com/i/img;p=11022202350695;a=11022202350773;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4364,326342,https://ad.doubleclick.net/ddm/ad/N8893.1264338TRIPLELIFTINC/B8660875.121794196;sz=1x1;ord=[timestamp]?,200,OK
4365,334035,"https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9370641.127465423;dc_trk_aid=300499850;dc_trk_cid=67953415;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31119?limit=1",200,OK
4366,336831,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9321756.128822799;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4369,323703,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13880505&PluID=0&ord=[timestamp]&rtu=-1,200,OK
4373,337105,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B9595774.130306390;dc_trk_aid=303146459;dc_trk_cid=69836159;ord=[timestamp]?,200,OK
4375,320600,http://ad.doubleclick.net/ddm/ad/N2949.1264338.TRIPLELIFTINC/B8719817.118168820;sz=1x1;ord=[timestamp]?,200,OK
4377,336686,https://ad.doubleclick.net/ddm/ad/N4406.1308838.XAXIS.COM/B9502391.129363572;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4378,339793,"https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=15890153&PluID=0&ord=[timestamp]&rtu=-1"",""https://magnetic.domdex.com/ahtm?mp=12&n=9843&c=104846&b=115142&sz=88x31&s=${REFERER_URL_ENC}&id=${AUCTION_ID}&a=${PRICE_PAID}",200,OK
4379,337866,https://ad.doubleclick.net/ddm/ad/N6049.1355588.DOUBLECLICK.COMBID/B9607545.130418725;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4382,339329,https://ad.doubleclick.net/ddm/ad/N950.150834TURN/B9651471.131040561;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4384,334924,https://ad.doubleclick.net/ddm/trackimp/N5622.1264338TRIPLELIFTINC/B8431096.124872447;dc_trk_aid=299484693;dc_trk_cid=67748031;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4391,331433,"https://d.xp1.ru4.com/tad?_o=42032312&_t=dfa_%epid!&ssv_mmuid=%pmmuid=!;&ssv_mmaid=%pmmaid=!;&ssv_mmsid=%pmmsid=!;"",""https://ad.doubleclick.net/ddm/ad/N7657.226576DBM/B9270850.125849547;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?",200,OK
4393,332334,https://ad.doubleclick.net/ddm/trackimp/N733.1852769TRIPLELIFT.COM/B9316681.126771042;dc_trk_aid=299782673;dc_trk_cid=67909702;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4395,328140,https://ad.doubleclick.net/ddm/trackimp/N733.1852769TRIPLELIFT.COM/B9083640.122953103;dc_trk_aid=296094315;dc_trk_cid=65673380;ord=[timestamp]?,200,OK
4398,339953,"https://ad.doubleclick.net/ddm/ad/N3577.2100704VIVAKI-TRIPLELIFT/B9428917.128765132;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31751?limit=1",200,OK
4400,339626,https://rover.ebay.com/ar/1/711-219601-1181-5/4?mpt=[CACHEBUSTER]&ff18=mWeb&siteid=0&adtype=0&size=1x1&ipn=admain2&placement=443206&mpvc=,200,OK
4403,333328,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=16408838&PluID=0&ord={ts}&rtu=-1&pcp=$${domain}$$,200,OK
4404,337530,"https://ad.doubleclick.net/ddm/trackimp/N6036.1264338TRIPLELIFTINC/B9331301.129111521;dc_trk_aid=302394987;dc_trk_cid=69390024;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/33374?limit=1",200,OK
4407,332841,"https://ad.doubleclick.net/ddm/trackimpi/N58003.1355339GOOGLE.COMDDMBIDMA/B9304624.126350645;dc_trk_aid=299585135;dc_trk_cid=67807326;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""https://vivaki.demdex.net/event?d_vert=14&d_adsrc=13805&d_bu=0&d_src=16418&d_io=${INSERTION_ORDER_ID}&d_campaign=${CAMPAIGN_ID}&d_tactic=0&d_exch=${EXCHANGE_ID}&d_creative=${CREATIVE_ID}&d_usl=${SOURCE_URL}&c_auctionid=${CACHEBUSTER}&d_event=imp",200,OK
4411,329028,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=14779584&PluID=0&ord=[timestamp]&rtu=-1,200,OK
4412,339951,"https://ad.doubleclick.net/ddm/ad/N3577.2100704VIVAKI-TRIPLELIFT/B9428917.130836201;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31751?limit=1",200,OK
4413,327784,https://adfarm.mediaplex.com/ad/tr/24693-217020-26109-5?mpt=[CACHEBUSTER]&mpcs=bypass,200,OK
4414,334633,https://ad.doubleclick.net/ddm/trackimp/N4694.IPN346/B7979853.128631381;dc_trk_aid=301577239;dc_trk_cid=68916653;ord=[timestamp]?,200,OK
4420,331060,"https://ad.doubleclick.net/ddm/ad/N7657.226576DBM/B9274441.125849099;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""https://d.xp1.ru4.com/tad?_o=42032312&_t=dfa_%epid!&ssv_mmuid=%pmmuid=!;&ssv_mmaid=%pmmaid=!;&ssv_mmsid=%pmmsid=!;",200,OK
4421,332428,https://ad.doubleclick.net/ddm/trackimp/N4827.150834TURN/B9333272.127039627;dc_trk_aid=300102714;dc_trk_cid=68021834;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4423,337177,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9334131.130360446;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4425,327241,https://ad.doubleclick.net/ddm/trackimpj/N30602.284566THETRADEDESK4/B9069372.122695792;dc_trk_aid=300995520;dc_trk_cid=68550925;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4432,336817,https://ad.doubleclick.net/ddm/ad/N9407.127315CENTRO/B9321756.128822799;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4437,324368,"https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=14062574&PluID=0&ord=${CACHEBUStER}&rtu=-1"",""http://ohlone.vizu.com/a.gif?vzcid=25232&vzadid=magnetic-triplelift&vzsid=magnetic&vzwc=intender&ord=[RANDOM]"",""http://magnetic.domdex.com/ahtm?mp=14&n=7112&c=103923&b=112066&sz=88x31&s=${REFERER_URL_ENC}&id=${AUCTION_ID}&a=${PRICE_PAID}",200,OK
4438,336376,"https://ad.doubleclick.net/ddm/trackimp/N6036.1264338TRIPLELIFTINC/B9331301.129111520;dc_trk_aid=302397813;dc_trk_cid=69389531;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/33374?limit=1",200,OK
4439,328819,https://ad.doubleclick.net/ddm/ad/N6488.1264338TRIPLELIFTINC/B8767347.123795453;sz=1x1;ord=[timestamp]?,200,OK
4441,339740,https://ad.doubleclick.net/ddm/ad/N7088.284566THETRADEDESK/B9516497.129471532;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4446,337854,https://ad.doubleclick.net/ddm/ad/N6049.1355588.DOUBLECLICK.COMBID/B9607545.130414199;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4448,339459,https://rover.ebay.com/ar/1/711-219464-1181-25/4?mpt=[CACHEBUSTER]&siteid=0&adtype=0&size=1x1&ipn=admain2&placement=442818&mpvc=,200,OK
4449,332425,https://ad.doubleclick.net/ddm/trackimp/N4827.150834TURN/B9333272.127018752;dc_trk_aid=300236395;dc_trk_cid=68021834;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4451,331893,https://ad.doubleclick.net/ddm/ad/N950.131803TURNINC./B9232987.125423784;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4452,328024,https://ad.doubleclick.net/ddm/trackimp/N1558.226576.DBM/B8948383.123144851;dc_trk_aid=296125523;dc_trk_cid=65696070;ord=[timestamp]?,200,OK
4454,339454,https://rover.ebay.com/ar/1/711-219464-1181-29/4?mpt=[CACHEBUSTER]&siteid=0&adtype=0&size=1x1&ipn=admain2&placement=442822&mpvc=,200,OK
4455,327524,"https://ad.doubleclick.net/ddm/trackimp/N6643.133090.MEDIAMATH/B8990841.121609409;dc_trk_aid=295493525;dc_trk_cid=65341241;ord=[timestamp]?"",""https://sb.scorecardresearch.com/p?c1=3&c2=6035257&c3=8990841&c4=65341241&c5=121609409&c6=&c10=1&c11=1127122&c13=1x1&c16=gen&cj=1&ax_fwd=1&rn=[TIMESTAMP]&",200,OK
4456,336485,http://amp.mediaforge.com/link/kurt_g4970/6234bb00-fcd8-11e5-8563-4cf5f8f5944c,200,OK
4458,334366,https://ad.doubleclick.net/ddm/trackimp/N1558.1759338.360I.COM/B9427279.128156745;dc_trk_aid=301205769;dc_trk_cid=68665198;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
4462,338263,"https://ad.doubleclick.net/ddm/ad/N3577.2100704VIVAKI-TRIPLELIFT/B9428917.130835339;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31751?limit=1",200,OK
4465,336909,https://ad.atdmt.com/i/img;p=11142202565630;a=11142202567423;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4468,326045,https://ad.doubleclick.net/ddm/ad/N8893.1264338TRIPLELIFTINC/B8352760.121503003;sz=1x1;ord=[timestamp]?,200,OK
4469,336382,https://ad.atdmt.com/i/img;p=11142202565630;a=11142202567428;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4471,329902,https://ad.doubleclick.net/ddm/ad/N149404.2079317MEDIAMATHPROGRAMM/B9148592.125060538;sz=1x1;ord=[timestamp]?,200,OK
4475,339618,https://rover.ebay.com/ar/1/711-219601-1181-5/4?mpt=[CACHEBUSTER]&ff18=mWeb&siteid=0&adtype=0&size=1x1&ipn=admain2&placement=443206&mpvc=,200,OK
4478,335610,"https://ad.doubleclick.net/ddm/trackimp/N2724.1264338TRIPLELIFTINC/B9369828.127465836;dc_trk_aid=300499397;dc_trk_cid=67953415;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""http://tags.bluekai.com/site/31263?limit=1",200,OK
4481,329883,https://ad.doubleclick.net/ddm/ad/N5364.152304.OMGTRADINGDESK/B9142409.124092999;sz=1x1;ord=[timestamp]?,200,OK
4483,336383,https://ad.atdmt.com/i/img;p=11142202565630;a=11142202567396;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=,200,OK
4485,337887,https://ad.doubleclick.net/ddm/ad/N6049.1355588.DOUBLECLICK.COMBID/B9607545.130418190;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?,200,OK
